no,src,tgt,basic_ingredient
267,ayam kecap,1 kg ayam || 4 siung bawang merah  ( iris halus )  || 5 siung bawang putih  ( geprek cincang )  || 4 bh cabai merah keriting || 2 bh cabai hijau keriting ||  ( iris serong )  || gula merah  ( kira2 1 sdm )  || sejumput gula pasir || sejumput garam || 1 / 2 sdt kaldu jamur  / royco || 1 sdt kecap ikan || secukupnya minyak || 1 gelas air || kecap manis  ( sy pakai merk b *  *  * au )  || ,ayam
13488,"tempe, tahu & telur bumbu bali","5 butir telur ayam ,  rebus ,  kupas  &  goreng sampai agak berkulit || 1 papan tahu putih ,  potong - potong ,  cuci  &  goreng kering || 1 papan tempe ,  potong - potong ,  goreng 1 / 2 matang || 400 ml air || secukupnya minyak goreng || secukupnya garam ,  merica bubuk dan kaldu bubuk || bumbu halus :  || 5 butir bawang merah || 3 siung bawang putih || 3 buah cabe merah besar ,  buang biji nya || 3 butir kemiri sangrai || 1 buah tomat merah uk . sedang || 1 / 2 ruas jari kunyit || 1 ruas jari jahe || 1 sdm gula merah ,  sisir || ",tempe
12090,tempe goreng kacang teri + ubi (makanan yg tahan lama banget),4 papan tempe || 4 buah ubi kayu || 2 ons kacang tanah || 1 ons ikan teri || 8 siung bawang merah || 6 siung bawang putih || 4 lembar daun jeruk || secukupnya garam || 1 sachet royco ayam || minyak sayur || ,tempe
5376,sate penggorengan,1 / 2 kg daging kambing tampa tulang || kecap sesuai selera  * saya pakai udang sari manis sedang || 3 bh jeruk limau || sesuai selera cabe rawit jawa || secukupnya mentega || air || ,kambing
11313,semur telur #alanakkairo,7 butir telur ayam || bumbu halus :  || 1 buah bawang merah menengah || 7 siung bawang putih || 6 buah cabe hijau || bumbu rempah :  || 1 sendok teh ketumbar bubuk  ( kuzbaroh )  || 1 sendok teh jahe bubuk  ( zanjabil )  || 1 sendok teh lengkuas bubuk  ( khulinggan )  || 1 buah bunga lawang / pekak  ( yansun nagmah )  || 3 butir kapulaga  ( habhan )  || 2 butir cengkeh  ( qoronfil )  || 5 sendok makan asal iswid || secukupnya garam || secukupnya minyak untuk menumis || 1 / 2 gelas air || ,telur
10247,kare tahu dan telor simple,4 biji telor  rebus || tahu putih goreng dahulu || bumbu || 4 siung bawang merah || 4 siung bawang putih || sedikit jahe || laos || serai || daun bawang || gula || garam || bawang goreng || daun jeruk purut || santan  ( ga pernah pake kemiri )  || ,telur
3111,patin bumbu kuning,1 ekor patin  ( potong 5 bagian )  || 300 ml air || secukupnya garam  &  gula || 2 sdm minyak goreng || 1 ikat kemangi || 1 batang serai  ( geprek dan iris memanjang )  || bumbu halus  :  || 6 siung bawang merah  ( uk sedang )  || 2 siung bawang putih  ( uk sedang )  || 10 buah cabai rawit || 3 cm kunyit || secukupnya merica || ,ikan
6194,"sapo terong, jamur, daging sapi","500 gram terong ungu ,  iris serong || 1 kuntum brokoli ,  siangi ,  rebus || 150 gram daging sapi || 150 gram jamur kancing ,  iris || 2 siung bawang putih ,  rajang || 1 buah bawang bombay ukuan sedang ,  belah empat || 3 buah cabai rawit merah ,  iris || 1 / 4 cup  ( kira - kira 60 ml )  saus tiram  ( saya pakai saori )  || 3 sdm saus tomat || 1 1 / 2 sdm gula pasir || 1 sdm saus sambal || 1 / 2 sdm minyak wijen || ",sapi
12197,perkedel tempe,2 papan tempe uk besar || 1 butir telur || 2 sdm tepung serbaguna || 2 ruas kencur || 3 siung bawang merah || 4 siung bawang putih || 1 sdt kaldu bubuk royco rasa ayam || 1 sdt garam || secukupnya minyak untuk menggoreng || ,tempe
2910,tuna puff pastry,1 kaleng tuna chunck || secukupnya minyak bawang || 4 sdm jagung frozen yang sudah dikukus sebentar || sesuai selera boncabe || 1 / 2 sdt garam || 1 / 4 sdt kaldu bubuk || secukupnya merica || 2 telur rebus  ( potong - potong )  || 1 btr telur diaduk untuk mengoles || kulit puff instan merek edo || ,ikan
10790,tahu telur bumbu bali,8 bh telur ayam || 6 bh tahu bandung || bumbu :  || 3 siung bawang putih || 3 siung bawang merah || 5 btr kemiri || 6 bh cabe keriting || 2 lbr daun jeruk || 1 sdm kecap manis || secukupnya gula garam || 3 bh cabe rawit || minyak utk menumis || 2 cm lengkuas geprek || ,telur
11778,kering tempe dan kulit pangsit,1 papan tempe  ( potong tidak terlalu tebal dan tipis )  || kulit pangsit  ( potong 1 / 4 )  || 5 siung bawang merah || 3 siung bawang putih || 2 bh cabe merah besar || 1 bh cabe rawit || secukupnya lengkuas || secukupnya gula merah || secukupnya gula || secukupnya garam || sedikit air || secukupnya minyak || ,tempe
10714,tahu isi telur goreng,1 buah tahu cina || 4 siung bawang putih || garam || lada bubuk || kaldu ayam bubuk || dan bawang || 3 buah wortel || 2 buah telur || cabe rawit || saus sambal || ,telur
2704,balado lele goreng,"1 / 2 kg ikan lele segar ,  cuci bersih || secukupnya minyak goreng || 1 sdt kaldu bubuk || secukupnya garam || secukupnya air || bumbu halus  :  || 25 buah cabe merah keriting || 4 siung bawang merah || 2 siung bawang putih || 1 / 2 buah tomat merah || ",ikan
2144,pindang patin,1 kg ikan patin || 1 ikat kacang panjang || 1 ruas kunyit || 2 ruas lengkuas || 1 batang serai || 2 buah cabai merah || 1 buah tomat || 2 siung bawang merah || 1 siung bawang putih || 4 buah kemiri || secukupnya asam jawa || 2 lembar daun jeruk || 4 lembar daun salam || secukupnya garam || secukupnya penyedap rasa || ,ikan
2026,kembung kuah,"2 ekor ikan kembung  ( saya potong jd 2 )  || bumbu halus :  || 2 siung bawang putih || 4 siung bawang merah || pelengkap :  || 2 cm lengkuas geprek || 2 cm kunyit geprek || 2 cm kencur geprek || 3 biji asem jawa || 3 lembar daun salam || 1 batang sereh geprek || sejumput ketumbar || gula ,  garam || peresan jeruk nipis  ( buat rendam ikan sebentar ?  || ",ikan
12377,tempe melet yang lagi hitss,2 papan tempe || 2 bawang putih || 2 bawang merah || tomat || secukupnya garam || secukupnya masako || tepung || ketumbar || 1 bawang putih || 1 bawang merah || air secukup nya || ,tempe
4333,krengsengan daging kambing,"500 gr daging kambing ,  direbus dan dipotong kotak menurut selera || 4 siung bawang putih || 4 siung bawang merah || salem  ( secukupnya )  || jeruk nipis  ( secukupnya )  || 3 cm jahe || kecap || secukupnya gula || secukupnya garam || secukupnya air || minyak untuk menumis || ",kambing
8166,tahu aci,"10 buah tahu kulit || 7 sdm tepung kanji || 3 sdm tepung terigu || 1 siung bawang putih ,  kupas ,  parut || 2 butir bawang merah ,  kupas ,  iris tipis || 1 batang daun bawang ,  iris2 || secukupnya garam dan penyedap rasa ayam  ( royco )  || minyak untuk menggoreng || secukupnya air || ",tahu
2524,kembung garang asem maknyuss,2 ekor ikan kembung uk . besar || 1 btg sereh  ( memarkan )  || 3 lbr daun salam || 5 lbr daun jeruk || 1 bh tomat uk . sedang  ( iris memanjang jadi 6 )  || 1 / 2 sdt asam jawa  ( larutkan dlm sedikit air )  || 1 / 2 bh jeruk nipis uk . besar || 5 bh bawang merah || 3 bh bawang putih || 1 bh kemiri || 1 ruas kunyit || 1 ruas jahe || 1 ruas lengkuas || 10 bh cabe rawit  ( utuh )  || 1 / 2 sdt gula pasir || secukupnya garam || secukupnya minyak goreng || ,ikan
4574,madhbi (dhobi) kambing,1 / 2 kg daging kambing muda || 5 siung bawang putih || 2 siung bawang merah || sedikit merica bundar || secukupnya garam || secukupnya mentega dicairkan || ,kambing
13349,nugget tempe,2 papan tempe yg kecil || 1 / 2 sdm tepung beras || 3 sdm tapioka || 1 sdt lada bubuk || 4 siung bawang putih || secukupnya masako || 1 sdt ketubar bubuk || 1 sdt gula || secukupnya garam || 1 butir telur || pencelup  :  || 1 sachet tepung sajiku tempe tambah sedikit air agak kental || tepung roti || ,tempe
3672,tongkol iris kuah pedas,ikan tongkol iris || 3 siung bwng mrh || 4 siung bwng putih || 2 bj cabe merah || cabe rawit  ( sesuai selera )  || 1 bj tomat || 2 ppn pete || roico dn garam || gula pasir sckpnya || ,ikan
236,tumis ayam wangi,1 belah dada ayam || 7 siung bawang meeah || 4 siung bawang putih || 10 buah cabai merah || 5 buah cabe rawit  ( sesuai selera )  || 1 batang daun bawang || 2 lembar daun pandan || 1 bungkus tepung bumbu  ( secukupnya )  || 2 sdm terigu  ( larutkan dengan sedikit air dan garam )  || secukupnya garam || secukupnya merica bubuk || secukupnya kaldu bubuk || ,ayam
6582,tumis brokoli daging sapi,1 / 2 ons daging sapi || 1 brokoli .  uk kecil || kembang kol .  uk kecil || 1 bawang merah || 1 bawang putih || 8 cabai oren || sbelah bawang bombay || secukupnya susu sapi segar || garam  / sasa || ,sapi
4850,sate kambing madura,"1 / 4 kg daging kambing beserta hatinya dan sedikit lemaknya || 200 g kacang tanah goreng || bumbu yg dihaluskan  :  || 5 siung bwg merah dan bwg putih || 2 buah lombok besar || 5 butir kemiri || secukupnya gula ,  garam dan kaldu bubuk || 2 lembar daun jeruk || ",kambing
8875,tahu bacem enak,5 buah tahu kuning || 3 bawang putih || 4 bawang merah || 2 daun salam || 1 buah serei || 1 cm lengkuas || 1 / 2 cm kunyit || 1 / 2 cm jahe || secukupnya gula merah || secukupnya garam || secukupnya gula pasir || secukupnya ketumbar || secukupnya kecap manis || ,tahu
8025,semur ayam tahu kentang,1 / 2 kg ayam || 1 / 4 kg kentang || 10 bh tahu goreng segitiga || 5 siung bawang merah || 4 siung bawang putih || 1 ruas jahe || lengkuas || 2 btg sereh || daun salam || daun jeruk || secukupnya gula garam || kecap secukupnya sesuai selera || ,tahu
7232,daging sapi chau daun bawang (chong pao niu rou),daging sapi  ( iris tipis )  || daun bawang || cabe || kecap asin || ,sapi
9050,bola-bola tahu mie,"2 bungkus tepung bumbu sajiku || 10 kotak tahu || 3 bungkus indomie rasa kari ayam || 20 biji cabai merah || 8 siung bawang merah || 3 siung bawang putih || 1 sdt garam || 0 , 5 kg minyak || ",tahu
11408,gulai telur feat teri medan dan kerupuk kulit,4 butir telur  ( rebus dan kupas kulitnya )  || segenggam teri medan  ( cuci dan rendam agar tidak terlalu asin )  || segenggam kerupuk kulit  ( saya pakai yg mentah )  || 1 / 2 sdt gula || 1 sdt garam || 2 lembar daun salam || 5 lembar daun jeruk || 2 cm lengkuas || 1 batang sereh  ( diikat )  || 65 ml santan kental  ( saya pakai sunkara )  || 250 ml air || minyak untuk menumis || bumbu halus  :  || 1 sdt jinten || 2 sdt bubuk ketumbar || 15 buah cabe merah keriting || 3 siung bawang putih || 7 siung bawang merah || 3 cm kunyit || 2 cm jahe || ,telur
3497,balado ikan nila dan tahu,2 ekor ikan nila || tahu  ( potong )  || 10 buah cabe merah || 4 siung bawang merah || 1 siung bawang putih || 1 buah tomat || secukupnya jeruk nipis || secukupnya garam || secukupnya penyedap rasa || ,ikan
12593,tempe tepung isi sambal (tempe kekinian),1 papan tempe || 1 batang daun bawang || 1 batang daun seledri || 1 bungkus sedang tepung tempe || minyak goreng || bahan sambal  :  || cabai merah || cabai rawit merah || cabai hijau || 2 siung bawang merah || 3 siung bawang putih || secukupnya garam || secukupnya gula || terasi  ( optional )  || ,tempe
11224,semur tahu telur,tahu kain 3 biji dipotong bagi 4 kemudian digoreng || 4 butir telur direbus || bumbu yg dihaluskan :  || 10 biji bawang merah || 3 biji bawang putih || 4 biji kemiri || 1 / 4 sdt ketumbar || 1 / 4 biji pala || 1 / 4 cengkeh || 5 cm lengkuas || 2 lembar daun salam || 1 tangkai sereh || secukupnya kecap manis || secukupnya air putih || secukupnya garam || ,telur
13078,gimbal tempe,"1 potong tempe iris tipis tipis || 1 mangkok tepung terigu || 1 ikat daun kucai potong potong || bumbu halus :  || 1 , 5 sdt ketumbar || 2 siung bawang putih || 3 butir bawang merah || i ruas jari kunyit || secukupnya garam || ",tempe
10517,semur telor,telur ayam  ( rebus )  || bumbu halus  :  || bawang putih || ketumbar || merica || pala || bumbu iris  :  || bumbu lainnya  :  || bawang merah || cabe || garam  ( penyedap rasa )  || santan bubuk || kecap  ( lele )  || ,telur
11276,telur crispy renyaah gurih,3 butir telur rebus || tepung bumbu sajiku atau merk lain juga bisa || secukupnya minyak goreng || ,telur
7683,cah sawi hijau tahu putih,"1 ikat sawi hijau ,  aku beli 2 rb || 3 buah tahu putih potong kotak goreng 1 / 2 mateng || 3 buah bawang merah iris || 2 siung bawang putih cincang || 3 buah cabe m dan rawit m iris tipis || minyak g secukupnya untuk menumis || 1 / 4 sdt gula pasir || royco ayam || 1 / 2 sdt saos tiram dan kecap asin || ",tahu
12429,nugget tempe,1 papan tempe || 6 sdm terigu || 1 saset lada bubuk ( aq pake setengah )  || roico || 4 siung bawang putih || 1 telor || tepung panir secukup nya || ,tempe
3997,sup daging kambing sederhana,daging kambing || 1 buah wortel || 6 lembar kubis || 1 buah kentang || 3 siung bawang putih || 2 cm jahe || garam || merica || air || ,kambing
2888,resep ikan bandeng masak pallumara,1 ekor ikan bandeng besar || 3 siung bawang merah || 1 siung bawang merah || 1 buah tomat || secukupnya cabe rawit || secukupnya kunyit || secukupnya asam jawa || garam || penyedap rasa || minyak untuk menumis || air untuk kuah || ,ikan
12654,ulenan tahu tempe,1 lonjor tempe || 2 lonjor tempe || 2 bawang putih || 1 / 2 sdt garam || secukupnya penyedap rasa || secukupnya gula || 1 butih telur || ,tempe
10216,sambal / balado telur ceplok,4 butir telur  ( dibuat telur ceplok )  || 20 buah cabai merah  ( sesuaikan )  || 5 butir bawang merah || 3 butir bawang putih || 1 butir kemiri || secukupnya minyak || secukupnya garam || secukupnya gula || ,telur
9380,tahu pedas(tahu granat),5 buah tahu mentah 2000 an || 1 / 2 kg wortel serut || 6 buah sosis potong kecil2 || bumbu :  || 300 gr cabe rawit merah || 15 buah bawang merah || 8 buah bawang putih || 1 sdt merica bubuk || gula dan garam || pelapis :  || secukupnya tepung terigu || air dan tepung roti / panir || ,tahu
11316,egg drops chocolicious,"egg drops || coklat strawberry  ( lelehkan )  || drak coklat  ( lelehkan )  || toping || cheese ,  cocochips ,  mesis  ( sesuai selera )  || ",telur
6569,kikil sapi cabe ijo,5 sdm kecap manis || 200 gr kikil sapi || 1 sdm saus tiram || 10 lembar daun jeruk || 3 lembar daun salam || seruas jari jahe geprek || secukupnya gula garam || iris bumbu  :  || 10 cabe ijo || 10 cabe rawit merah || 3 bawang merah || 4 bawang putih || 1 tomat || ,sapi
6174,sapi saus lada hitam praktis,"300 gram daging sapi has dalam ,  iris tipis atau selera || 1 buah bawang bombay potong2 kotak || 1 / 2 buah paprika merah potong2 || 1 / 2 buah paprika hijau potong2 || 2 sachet saori saus lada hitam || secukupnya air || ",sapi
9531,sop udang wortel tahu,100 gr udang || 1 / 2 tahu putih || 2 siung bawang putih || secukupnya lada || secukupnya garam || secukupnya penyedap rasa ayam || 1 buah wortel uk sedang || secukupnya daun bawang || ,tahu
1106,gulai ayam,"1 kg ayam potong 12 || bahan dihaluskan  :  || 10 buah cabe merah  (  kalau suka pedas silahkan ditambah cabe nya || kalau suka boleh di tambah kentang || 10 siung bawang merah || 5 siung bawang putih || 1 ruas kunyit || 1 ruas jahe  ( kira kira sebesar jempol )  || 5 butir kemiri || 500 ml santan || secukupnya garam || bahan yang di geprek  :  || sereh ,  lengkuas || bahan tambahan  :  || daun salam ,  daun kunyit ,  daun jeruk || ",ayam
10127,tumis telur kentang kecap (irit ekonomis dan enakk),"4 btr telur ayam || 2 buah kentang medan ,  kupas potong dadu ,  cuci bersih || 5 siung bawang merah ,  iris halus || 2 siung bawang putih ,  iris halus || secukupnya kecap manis ,  kecap asin || secukupnya air || secukupnya minyak goreng || secukupnya garam dan gula || ",telur
2335,dori fillet goreng tepung,fillet ikan dori || tepung tempura || jeruk lemon atau nipis || bawang putih || garam dan lada || minyak goreng || ,ikan
5359,kentang daging panggang (patates pure etli: masakan turki),6 kentang ukuran besar jumbo || 500 gr daging kambing || 6 cabai hijau besar tidak pedas || 1 paprika /  cabai merah besar || 2 tomat merah besar || 2 bawang bombay || 5 sdm mayonnaise || garam || lada hitam || oregano || cumin powder || ,kambing
494,pepes ayam daun kemangi,bahan inti  :  || 1 ekor ayam  ( potong 8 )  || 3 bh cabe merah besar || 10 bh cabe merah keriting || 5 bh bawang merah || 3 siung bawang putih || 1 ruas jari kunyit || 1 / 2 ruas jari jahe || 5 bh kemiri || secukupnya garam || secukupnya penyedap rasa || secukupnya gula pasir || bahan pelengkap  :  || 1 bh tomat / belimbing sayur  ( potong 8 )  || 8 bh cabe rawit || 1 ruas jari serai krg lbh || daun salam || daun kemangi || daun pisang || tusuk gigi || ,ayam
5866,gulai tetelan sapi,"500 gr tetelan sapi || 1 buah sereh keprek || 3 lembar daun salam || 4 lembar daun jeruk || 3 butir cengkeh || 2 sendok makan air asam jawa  ( dari 3 daging buah asam jawa diberi air panas )  || 1 , 5 liter santan  ( atau 1300 ml air  +  1 kotak kara 200 ml )  || garam dan gula || bumbu halus  :  || 10 buah cabe keriting || 8 butir bawang merah || 4 siung besar bawang putih || 4 butir kemiri || 3 cm kunyit || 4 cm jahe || 4 cm lengkuas || 1 sendok makan ketumbar bubuk || 1 sendok teh lada bubuk || ",sapi
7852,tahu jeletot jelutut,bahan isian :  || 15 tahu goreng ukuran kecil || 2 ons kubis  ( cuci bersih )  || 2 btg worter  ( kupas cuci bersih )  || 1 genggam kecambah  ( cuci bersih )  || 29 buah cabai rawit || bumbu || 4 sium bawang putih || 6 siung bawang merah || 3 btr kemiri || 1 sdt garam || 1 sdt gula pasir || 1 sdt kaldu jamur || minyak secukupnya untk menumis || bahan pencelup || 200 grm tepung terigu || 3 sdm kanji || 3 siung bawang putih || 1 / 2 sdm garam || 1 sdt kaldu jamur || 3 btr kemiri || 1 btg daun bawang || secukupnya air matang || ,tahu
8755,tahu telur asin,"5 buah tahu kuning besar ,  bagi 9 || 3 butir telur asin ,  pisahkan kuning dan putihnya || 1 bks tepung bumbu ,  me  :  kobe tempe kriuk ,  yg ada dirumah  😁  || 5 buah cabe merah ,  iris kasar || 5 buah cabe rawit ,  iris serong || 2 siung bawang putih ,  geprek cincang || 100 ml air || ",tahu
5435,sate sapi tanpa dibakar,1 / 2 daging sapi / kambing || 5 siung bawang putih || secukupnya merica bubuk || secukupnya kecap manis || 1 buah jeruk nipis || 1 / 2 sdm garam || 1 buah tomat  ( untuk hiasan )  || selada  ( jika suka )  || 1 sdm minyak goreng || ,kambing
11370,tahu telur sambal pecel #pr_recookmasakanawalant,1 kotak tahu sutra || 2 butir telur || segengam tauge || minyak daun bawang || daun slendri || bawang goreng || timun || royco || kecap manis || bumbu pecel instan || air || minyak goreng || ,telur
11090,cemilan serba telur,telur sesukanya aja .  .  .  .  misalnya 5 butir ni || minyak goreng || wortel || daun seledri || telur 2 butir lagi || ,telur
12696,sambel kering tempe teri kacang,1 papan tempe || 1 genggam teri medan || 1 genggam kacang tanah || 100 gr gula merah || 10 buah cabe merah iris || 8 siung bawang merah iris || 4 siung bawang putih iris || 2 cm lengkuas || secukupnya air || minyak untuk menggoreng || ,tempe
4210,sop iga kambing,500 gr iga kambing || 2 buah wortel || 2 tangkai daun bawang || bumbu || 3 siung bawang putih haluskan || 1 sdt lada || secukupnya garam || sedikit pala bubuk || 1 ruas kayu manis || 1 ruas lengkuas geprek || 1 ruas jahe geprek || 1 btng sereh || 2 lmbr daun salam || 3 lembar daun jeruk || sedikit  gula pasir || ,kambing
5062,baso daging kambing yg enak dan kenyal,250 grm fdgung kambing tanpa lemat || 200 grm tapioka || 2 sdm tepung serba guna || 100 grm es batu || secukupnya penyedap || secukupnya garam || 1 butir telur || 1 / 2 sdt soda kue || bumbu halus :  || 4 siung bawang putih || 2 siung bawang marah || 1 sdt lada putih || ,kambing
13322,kreasi oreg tempe campur kacang panjang,1 tempe ukuran sedang  ( biasa d abang sayur harganya 2000 )  || 1 ikat kecil kacang panjang || 1 ruas lengkuas geprek || 1 saset royco || bumbu halus :  || 1 sdm kemiri || sesuai selera cabe kriting || 6 siung bawang putih || 7 siung bawang merah || 1 / 3 tomat || 1 sdt garam || 2 sdt gula pasir || 1 gelas air || 4 sdm kecap manis || ,tempe
4139,tongseng kambing,1 / 4 daging kambing potong dadu || bumbu || 1 bawang bombay  ( potong2 )  || 3 biji bawang merah ( potong2 )  || 1 buah tomat potong jadi 4 || 1 / 4 ibu jari jahe || 2 lmbr daun jeruk || secukupnya merica bubuk || 1 daun sere || garam || kecap manis || air || ,kambing
353,gadon ayam,"500 gr daging ayam fillet ,  cincang || 250 ml santan dari 1 / 4 butir kelapa || 2 butir telur ,  kocok lepas || daun salam untuk alas adonan || daun pisang || tusuk gigi / lidi || bumbu halus  :  || 6 buah bawang merah || 2 siung bawang putih || 1 sdt ketumbar sangrai || merica bubuk || 1 cm lengkuas || 1 cm kencur || 3 butir kemiri sangrai || garam || gula merah || ",ayam
7920,soto tahu bening,2 tahu putih  ( potong dadu )  || secukupnya garam || secukupnya kaldu bubuk || secukupnya gula pasir || secukupnya penyedap  ( optional )  || 2 batang daun bawang || 1 tomat || 2 batang daun bawang || 1 daun salam || 2 daun jeruk || 1 ruas lengkuas || 1 serai || 1 jempol kunyit  ( geprek )  || secukupnya air ||  || bumbu halus ;  || 2 bawang putih || 4 bawang merah || secukupnya merica || secukupnya ketumbar ||  || pelengkap :  || secukupnya kol  ( rajang halus )  || secukupnya tauge || secukupnya seledri || secukupnya kecap || secukupnya jeruk nipis || secukupnya cabe rebus || ,tahu
6212,ca kangkung sapi kuah kental,"1 ikat kangkung  ( potong per 3 cm )  || 50 gram daging sapi || 3 butir jamur shitake ,  potong sesuai selera || 1 buah tomat merah  ( dibagi 6 potong )  || 4 siung bawang putih || 3 siung bawang merah || 2 tangkai cabe merah  ( aku gak pake cabe karena suami gak bisa makan pedas )  || 3 sdm tepung maizena || secukupnya garam || secukupnya minyak goreng || secukupnya air || ",sapi
2658,ikan pari pedes endess,"8 - 10 potong ikan pari segar || 5 buah cabe keriting  ( boleh ditambahkan jika kurang pedas )  || 3 buah cabe rawit merah  ( boleh ditambah jika ingin pedas )  || 2 siung bawang merah || 2 siung bawang putih || garam secukupnya   ( karna ikan pari nya sudah asin ,  hihi )  || secukupnya gula pasir || secukupnya penyedap rasa || sedikit air || minyak utk menumis || ",ikan
9102,tahu kribo,4 tahu kuning || 5 sdm tepung bumbu serbaguna || 1 sdm tepung beras || secukupnya minyak goreng || ,tahu
141,bakso ayam,"500 gr daging ayam || 250 gr tepung sagu || secukupnya air || 6 baput || lada , garam , r *  *  * o || bahan pelengkap :  || mie || daun bawang || seledri || bumbu kuah :  || 8 baput || 5 bamer || secukupnya lada garam r *  *  * o || air kira ""  z || tetelan tulang ayam || ",ayam
3539,blackened mahi mahi fish,1 ikan fillet mahi - mahi  ( bagi 2 )  || 1 / 4 jeruk nipis || 2 sdm minyak zaitun  /  minyak goreng utk menggoreng ||  🌸  bumbu  :   ( bisa kira2 sesuai selera )  || 1 sdt paprika bubuk || 1 / 2 sdt cabai bubuk || 1 / 2 sdt merica bubuk || 1 / 2 sdt jintan bumbu || 1 / 2 sdt bawang putih bubuk || secukupnya garam ||  🌸  pelengkap || salad sayur || kentang goreng  /  panggang || parsley kering || irisan almond || ,ikan
4165,kambing oven,1 bagian paha kambing || 8 bh bawang putih || 1 ruas jahe || 8 sdm kecap manis  ( bs dtambah kalo kurang manis dan coklat )  || secukupnya merica || secukupnya garam || secukupnya gula pasir || 100 ml minyak goreng || 5 sdm blueband  ( sy pke forvita )  || 1 lt air || ,kambing
3258,tongkol asap bumbu pedas,"2 ekor ikan tongkol asap potong menjadi 4 bagian || 1 buah tempe ,  potong2 ,  goreng setengah matang || 1 lembar daun salam || 1 sdm kecap manis || 1 sdm saos sambal || 1 sdt kecap asin || secukupnya gula ,  garam ,  masako || bumbu halus :  || 5 butir bawang merah || 4 siung bawang putih || 1 buah tomat besar || 1 buah cabe merah besar || 15 buah cabe rawit  ( sesuai selera )  || ",ikan
8256,perkedel tahu,"5 biji tahu putih || 2 buah wortel  ( parut kasar )  || 2 tangkai daun bawang  ( iris )  || 3 tangkai seledri  ( iris )  || secukupnya bawang goreng || 1 butir telur  ( kocok ,  hanya sebagai lapisan )  || secukupnya minyak goreng || bumbu halus || 2 bawang merah || 4 bawang putih || 1 sdt lada || secukupnya garam || ",tahu
2633,ikan tongkol sambalado,"500 gr ikan tongkol segar ,  potong ,  bersihkan || 1 buah jeruk nipis || 15 buah cabe merah keriting || 10 buah cabe rawit merah || 4 buah bawang merah || 2 buah bawang putih || 1 buah tomat ukuran sedang || 1 buah terasi abc ,  bakar || 2 cm lengkuas ,  geprek || 2 lembar daun salam || 2 lembar daun jeruk || 1 / 2 sdm garam || 1 sdm gula pasir || 1 / 2 sdm kaldu jamur || ",ikan
4453,semur kambing,"1 kg daging kambing || 3 buah kentang || 20 siung bawang merah || 10 siung bawang putih || 3 buah cabe merah  ( bisa ditambah ,  aku ga suka pedes 😂  )  || 1 buah pala || 1 buah kayu manis || 1 buah tomat ukuran besar || 1 ruas jahe || 10 buah cengkeh || 1 sdt kelabet  ( opsi )  || 1 sdt garam masala  ( opsi )  || 1 sdm bawang putih goreng  ( opsi )  || secukupnya merica || secukupnya ketumbar || secukupnya air asem || secukupnya kecap manis || garam || micin atau r * yco || air || margarin || bawang goreng untuk taburan || ",kambing
5389,nasi kebuli rice cooker gampang pake banget,1 buah bumbu instan merk bambu rasa kare || 100 gram beras || 1 lembar daun salam || 1 lembar daun jeruk || 1 buah daun serai || secukupnya gula dan garam || daging kambing yang sudah diris tipis sesuai dengan selera 50 gr || 5 cm kayu manis || 2 buah cengkeh || secukupnya gula dan garam || ,kambing
7855,tauge tahu tumis,bahan bahan :  || 200 gr tauge  ( me :  buang akarnya )  || 3 bh tahu || 2 siung bawang merah || secukupnya paprika merah  ( bs dganti dg cabe merah )  || secukupnya paprika ijo  ( bs dganti dg cabe ijo )  || 5 sdm kecap pedas  ( biasa yg ada biji cabenya itu )  || secukupnya garam || secukupnya air || secukupnya minyak goreng || ,tahu
11677,kering tempe renyah,"1 papan tempe ukuran sedang  ( 25 x20 cm )  ,  potong kecil - kecil || bumbu halus  :  :  || 6 butir bawang merah || 3 siung bawang putih || 2 cm lengkuas muda || 3 cabe rawit merah || bahan lain  :  :  || 3 cabe keriting ,  iris serong || 2 helai daun salam || 1 buah jeruk nipis seukuran bola pingpong ,  peras || secukupnya garam dan gula || 2 - 3 sdm minyak untuk menumis || ",tempe
4951,daging kambing bumbu pecel,400 gr daging kambing segar yang di potong dadu || 500 ml air untuk merebus || 1 / 2 sdt garam || 3 sdm gula pasir || 3 bks bumbu pecel || 1 buah jeruk purut || 5 siung bawang putih || 1 sdm minyak goreng || ,kambing
3996,dendeng kambing sambal balado,1 / 2 kg daging kambing || bumbu halus  ( diblender )  || 1 sdt ketumbar || 3 siung bawang putih || 4 siung bawang merah || bahan balado || 1 / 4 cabe merah  ( boleh lebih sesuai selera )  || 5 siung bawang merah || 3 siung bawang putih || 1 lembar daun salam || secukupnya garam || ,kambing
13420,"tumis kacang panjang, tempe dan kutang (kulit tangkil) 😄",1 kotak tempe uk . kecil || 5 buah kacang panjang || 1 bungkus kulit tangkil || garam || gula || kaldu bubuk || bumbu halus :  || 1 siung bawang putih || 2 siung bawang merah || 3 buah cabe merah besar || 1 ruas kunyit || 1 batang sereh || 1 ruas jahe || ,tempe
10622,kare telor + tahu,5 butir telor || 3 kotak tahu || 1 ikat kemangi  ( boleh skip )  || sesuai selera santan || bumbu - bumbu :  || 1 ruas ibu kari kunyit || 1 ruas ibu jari jahe || 5 bawang merang || 5 siung bawang putih || 5 biji kemiri || secukupnya ketumbar || secukupnya jintan || secukupnya garam || secukupnya gula || ,telur
